title,platform,IGNScore,CommScore,CommRaters,genre,publisher,developer,releaseDate,reviewDate
Tony Hawk's Pro Skater 2,Dreamcast,9.9,8.9,888,Sports,Activision,Treyarch,08.11.2000,06.11.2000
ESPN International Track & Field,PlayStation 2,7.5,7.2,32,Sports,Konami,Konami OSA (KCEO),26.10.2000,06.11.2000
Jet Coaster Dream 2,Dreamcast,9.4,6.7,4,Simulation,Bimboosoft,Bimboosoft,,06.11.2000
No One Lives Forever,PC,9.1,8.9,425,Shooter,Fox Interactive,Monolith Productions,10.11.2000,10.11.2000
Shenmue,Dreamcast,9.7,9.1,1929,Action,SEGA,SEGA,08.11.2000,03.11.2000
Arthur's Absolutely Fun Day,Game Boy Color,6,3.3,2,Action,Mattel Interactive,Ed Magnin and Associates,,10.11.2000
MTV Sports: Skateboarding Featuring Andy Macdonald,Dreamcast,2,3.1,11,Action,THQ,Darkblack,18.10.2000,13.11.2000
Ms. Pac-Man Maze Madness,Nintendo 64,7.5,7.2,21,Action,Namco,Mass Media,12.11.2000,13.11.2000
4x4 EVO,PC,8.2,7.2,22,Racing,Gathering of Developers (aka GOD Games),Terminal Reality,01.11.2000,13.11.2000
WWF No Mercy,Nintendo 64,9,8.7,1206,Wrestling,THQ,Asmik Ace Enterainment,14.11.2000,13.11.2000
realMyst,PC,6.5,8.4,37,Adventure,Mattel Interactive,"Cyan Worlds, Inc.",05.11.2000,13.11.2000
Capcom vs. SNK: Millennium Fight 2000,Dreamcast,8.8,8.5,330,Fighting,Capcom,Capcom,09.11.2000,13.11.2000
Dino Crisis,Dreamcast,7.2,7.6,130,Adventure,Capcom,Capcom,17.11.2000,13.11.2000
Runabout 2,PlayStation,4.5,5.3,2,Action,Hot-B,Climax Entertainment (JP),,14.11.2000
Tom and Jerry: Fists of Furry,Nintendo 64,6.8,7.1,25,Fighting,Mattel Interactive,NewKidCo,12.11.2000,14.11.2000
NFL GameDay 2001,PlayStation 2,5.6,5.4,20,Sports,Sony Computer Entertainment,Red Zone Interactive,20.11.2000,14.11.2000
Richard O'Brien's Rocky Interactive Horror Show,PC,5.3,-1,-1,Adventure,On-Line Entertainment,"On-Line, Ltd.",01.10.2000,14.11.2000
Bomberman: Party Edition,PlayStation,7.6,7.9,45,Action,Vatical Entertainment,Hudson Soft,09.11.2000,14.11.2000
Real Pool,PlayStation 2,4.5,6,26,Sports,Infogrames,Takara,10.11.2000,14.11.2000
Aladdin,Game Boy Color,6,6.8,9,Platformer,Ubisoft,Crawfish Interactive,,14.11.2000
Starship Troopers: Terran Ascendancy,PC,7.2,8.1,12,Action,Microprose,Hasbro Interactive,28.10.2000,14.11.2000
Army Men: Sarge's Heroes,Dreamcast,5.3,6.5,28,Action,Midway Games,3DO,01.11.2000,14.11.2000
Skies of Arcadia,Dreamcast,9.2,9.1,890,RPG,SEGA,Overworks,15.11.2000,14.11.2000
Cruis'n Exotica,Game Boy Color,5,4.5,6,Racing,Midway Games,Crawfish Interactive,,15.11.2000
Devil Inside,PC,8.1,7.4,11,Action,Take-Two Interactive,Cryo Interactive,31.10.2000,15.11.2000
Gradius III and IV,PlayStation 2,6.5,7.7,96,Shooter,Konami,Konami TYO,14.11.2000,15.11.2000
Sonic Shuffle,Dreamcast,4.7,6.1,285,Party,SEGA,SEGA,15.11.2000,15.11.2000
Sacrifice,PC,9.4,8.8,170,Strategy,Interplay,Shiny Entertainment,16.11.2000,16.11.2000
Driver 2,PlayStation,5,7.3,500,Racing,Infogrames,GT Interactive,14.11.2000,16.11.2000
Cannon Spike,Dreamcast,8.8,7.9,160,Shooter,Capcom,Psikyo,17.11.2000,16.11.2000
Ready 2 Rumble Boxing: Round 2,PlayStation,6,7.2,16,Sports,Midway Games,Midway Games,10.11.2000,17.11.2000
The Wild Thornberrys: Rambler,Game Boy Color,4,3.1,1,Action,Mattel Interactive,Vicarious Visions,,16.11.2000
Sky Odyssey,PlayStation 2,9,8.5,127,Flight,Activision,Cross,17.11.2000,16.11.2000
Tony Hawk's Pro Skater 2,Game Boy Color,7,6.4,50,Sports,Activision,Natsume,06.11.2000,17.11.2000
Animorphs,Game Boy Color,3,2.8,9,RPG,Ubisoft,Ubisoft,,17.11.2000
The Jungle Book: Mowgli's Wild Adventure,Game Boy Color,9,7.9,9,Platformer,Ubisoft,Ubisoft,14.11.2000,17.11.2000
Star Wars Demolition,PlayStation,8,7,83,Racing,LucasArts,Activision,16.11.2000,17.11.2000
Rugrats in Paris -- The Movie,Nintendo 64,6,5.9,38,Platformer,THQ,Avalanche Software (USA),12.11.2000,20.11.2000
Call to Power II,PC,6,7.2,24,Strategy,Activision,Activision,20.10.2000,20.11.2000
Gunbird 2,Dreamcast,8.4,7.9,93,Shooter,Capcom,Psikyo,17.11.2000,20.11.2000
The Longest Journey,PC,9.3,9,372,Adventure,Funcom,Funcom,17.11.2000,20.11.2000
Amazons & Aliens,PC,4.3,4,2,Strategy,Simon & Schuster Interactive,JoWooD Entertainment AG,23.09.2000,20.11.2000
Gundam Battle Assault,PlayStation,7.4,7.2,65,Fighting,Bandai,Bandai,,20.11.2000
Banjo-Tooie,Nintendo 64,9.4,9.2,1514,Platformer,Nintendo,Rare,20.11.2000,20.11.2000
007 Racing,PlayStation,5,5.5,72,Racing,Electronic Arts,Eutechnyx,21.11.2000,21.11.2000
Star Wars Demolition,Dreamcast,7.6,6.8,72,Racing,LucasArts,Activision,21.11.2000,21.11.2000
Daikatana,Nintendo 64,4,3.7,18,Action,Kemco,Kemco,21.11.2000,21.11.2000
Spider-Man [2000],Nintendo 64,8.5,8.2,189,Adventure,Activision,Neversoft Entertainment,21.11.2000,21.11.2000
Delta Force: Land Warrior,PC,7.3,7.6,90,Action,NovaLogic,NovaLogic,11.08.2000,21.11.2000
Championship Surfer,PC,7.1,7.5,2,Sports,Mattel Interactive,Krome Studios,20.11.2000,21.11.2000
Resident Evil 3: Nemesis,Dreamcast,8,8.3,259,Action,Capcom,Capcom,17.11.2000,21.11.2000
Indy Racing 2000,Nintendo 64,8,7.1,13,Racing,Infogrames,Paradigm Entertainment,09.06.2000,26.06.2000
Space Station Silicon Valley,Game Boy Color,5,5.2,2,Puzzle,Take-Two Interactive,Tarantula Studios,,20.06.2000
Rampage Through Time,PlayStation,3.5,5.8,5,Action,Midway Games,Midway Games,14.06.2000,27.06.2000
Trick Boarder,Game Boy Color,6,5.6,3,Sports,Natsume,Natsume,,21.06.2000
Ground Control,PC,8.6,7.9,107,Strategy,Sierra Studios,Massive Entertainment,31.05.2000,12.06.2000
Nightmare Creatures II,Dreamcast,5,6.4,46,Action,Konami,Kalisto Entertainment,29.06.2000,12.06.2000
Grind Session,PlayStation,7.6,7.7,35,Action,Sony Computer Entertainment,Shaba Games,24.05.2000,25.05.2000
Triple Play 2001,PC,6,7.1,37,Sports,Electronic Arts,Treyarch,25.03.2000,27.04.2000
StarCraft,PC,9.5,9.2,4335,Strategy,Blizzard Entertainment,Blizzard Entertainment,31.03.1998,02.06.2000
Colin McRae Rally [2000],PC,6.7,7.6,36,Racing,Codemasters,Codemasters,18.04.2000,05.05.2000
Tom Clancy's Rainbow Six,Game Boy Color,5,4.9,15,Action,Red Storm Entertainment,Crawfish Interactive,03.04.2000,14.04.2000
Star Wars: Episode I: Jedi Power Battles,PlayStation,3,6.4,241,Action,LucasArts,LucasArts,04.04.2000,06.04.2000
Tomb Raider: The Last Revelation,Dreamcast,3,5.5,134,Action,Eidos Interactive,CORE Design Limited,25.03.2000,24.03.2000
Roadsters,Dreamcast,4.6,4.9,16,Racing,Titus,Player 1,16.04.2000,27.03.2000
Mobil 1 Rally Championship,PC,8.8,8.7,17,Racing,Electronic Arts,Magnetic Fields,28.02.2000,08.03.2000
NBA In The Zone 2000,Nintendo 64,5.8,4.9,5,Sports,Konami,Konami OSA (KCEO),23.02.2000,29.02.2000
Blaze & Blade: Eternal Quest,PC,4.4,7,6,RPG,THQ,T&E Soft,07.02.2000,16.02.2000
Super Breakout,Game Boy Color,4,5.6,13,Action,Majesco,Majesco,,16.02.2000
Touring Car Challenge,PlayStation,8,8,24,Racing,Activision,Codemasters,30.09.1999,16.02.2000
ECW: Hardcore Revolution,Nintendo 64,5,5.6,50,Wrestling,Acclaim Entertainment,Acclaim Studios,17.02.2000,17.02.2000
Saga Frontier 2,PlayStation,7,7.4,203,RPG,Square,Square Electronic Arts (US),16.02.2000,17.02.2000
The New Adventures of Mary-Kate & Ashley,Game Boy Color,6,6.3,2,Platformer,Acclaim Entertainment,Crawfish Interactive,,18.02.2000
Top Gear Pocket 2,Game Boy Color,8,8.2,9,Racing,Vatical Entertainment,Kemco,,18.02.2000
NBA In The Zone 2000,PlayStation,4.5,4,2,Sports,Konami,Konami,,18.02.2000
Shanghai Mini,NeoGeo Pocket Color,9,7.3,4,Puzzle,SNK,SNK,,18.02.2000
Neo 21,NeoGeo Pocket Color,3,5.3,4,Strategy,SNK,Dyna Corporation,,18.02.2000
Fear Effect,PlayStation,8.9,8.3,330,Action,Eidos Interactive,Kronos Digital Entertainment Inc.,18.02.2000,18.02.2000
Brunswick Circuit Pro Bowling 2,PlayStation,8,8.6,6,Sports,THQ,Adrenalin,11.02.2000,22.02.2000
ECW: Hardcore Revolution,PlayStation,4,5.9,52,Wrestling,Acclaim Entertainment,Acclaim Studios,17.02.2000,23.02.2000
Colin McRae Rally [2000],PlayStation,9,8.3,115,Racing,Sony Computer Entertainment,Codemasters,09.02.2000,22.02.2000
Roadsters,Game Boy Color,3,3.5,8,Racing,Titus,Titus,06.01.2000,23.02.2000
Azure Dreams,Game Boy Color,6,7.2,17,RPG,Konami,Konami,,24.02.2000
Looney Tunes,Game Boy Color,6,6.6,9,Platformer,Sunsoft,Sunsoft Games (US),,24.02.2000
Hidden & Dangerous: Devil's Bridge,PC,6.4,7.2,11,Action,TalonSoft,Illusion Softworks,07.02.2000,25.02.2000
Dance Dance Revolution 2nd Mix: Dreamcast Edition,Dreamcast,8,8.5,22,Music,Konami,Konami TYO,,24.02.2000
Nox,PC,8.9,8.4,150,Action,Electronic Arts,Westwood Studios,,25.02.2000
World League Soccer 2000,Nintendo 64,4.8,5.5,1,Sports,SouthPeak Games,Silicon Dreams,,28.02.2000
Magical Tetris Challenge,Game Boy Color,10,7.9,22,Puzzle,Capcom,Capcom,17.02.2000,28.02.2000
FIFA 2000 Major League Soccer,Game Boy Color,2,4.8,10,Sports,THQ,Tiertex Design Studios,,28.02.2000
Microsoft International Soccer 2000,PC,7.6,7.3,3,Sports,Microsoft,Rage Software,20.10.1999,28.02.2000
Black Bass Lure Fishing,Game Boy Color,2,1.7,4,Hunting,Majesco,Hot-B,,28.02.2000
Animaniacs Splat Ball,PC,5,0.7,1,Action,SouthPeak Games,Engineering Animation,30.10.1999,29.02.2000
Carrier,Dreamcast,8,7.1,85,Action,Jaleco,Jaleco,,29.02.2000
South Park Rally,Nintendo 64,5.7,6.3,68,Racing,Acclaim Entertainment,Tantalus,01.03.2000,01.03.2000
Jeremy McGrath Supercross 2000,Nintendo 64,4.9,5.1,16,Racing,Acclaim Entertainment,Acclaim Studios,28.02.2000,01.03.2000
Pro Darts,Game Boy Color,7,6.6,4,Sports,Vatical Entertainment,Vicarious Visions,,01.03.2000
WWF Smackdown!,PlayStation,8.8,8.1,525,Wrestling,THQ,Yuke's Media Creations,02.03.2000,01.03.2000
Hello Kitty's Cube Frenzy,Game Boy Color,5,5.8,7,Puzzle,NewKidCo,Torus Games,,01.03.2000
Y2K,PC,5.7,4.7,3,Adventure,Interplay,Runecraft,,02.03.2000
Mission: Impossible,Game Boy Color,4,4.9,19,Action,Infogrames,Rebellion,24.02.2000,02.03.2000
Virtua Cop 2,Dreamcast,5.2,7.2,27,Action,,SEGA,,02.03.2000
Polaris SnoCross,Game Boy Color,7,7.2,2,Racing,Vatical Entertainment,Vicarious Visions,18.02.2000,02.03.2000
Die Hard Trilogy 2: Viva Las Vegas,PlayStation,3.5,6.2,49,Action,Fox Interactive,n-Space,,02.03.2000
Deception III: Dark Delusion,PlayStation,6,8.1,41,RPG,Tecmo,Tecmo,01.03.2000,03.03.2000
NBA Showtime: NBA on NBC,Game Boy Color,3,5.3,4,Sports,Midway Games,Torus Games,02.02.2000,02.03.2000
Pokemon Stadium,Nintendo 64,8.2,7.9,2051,Battle,Nintendo,Nintendo,06.03.2000,03.03.2000
ECW: Hardcore Revolution,Dreamcast,6.9,5.3,44,Wrestling,Acclaim Entertainment,Acclaim Entertainment,01.03.2000,03.03.2000
Hydro Thunder,Nintendo 64,7,7.8,53,Racing,Midway Games,Eurocom,,03.03.2000
X: Beyond the Frontier,PC,7.7,7.8,8,Action,SouthPeak Games,Egosoft,01.02.2000,06.03.2000
Quest: Fantasy Challenge,Game Boy Color,5,4.7,3,Puzzle,Sunsoft,Imagineer,,07.03.2000
Family Game Pack,PlayStation,2,7.4,4,Puzzle,3DO,Unknown,,07.03.2000
Killer Loop,PC,8.1,8.4,5,Racing,Crave Entertainment,VCC Entertainment,31.01.2000,06.03.2000
ECW: Hardcore Revolution,Game Boy Color,3,4.1,4,Wrestling,Acclaim Entertainment,Crawfish Interactive,17.02.2000,07.03.2000
Swamp Buggy Racing,PC,1.9,5.5,2,Racing,WizardWorks,GT Interactive,15.01.2000,07.03.2000
Army Men: Sarge's Heroes,PlayStation,3.5,5.6,46,Action,3DO,3DO,23.02.2000,08.03.2000
Chu Chu Rocket,Dreamcast,9,8.3,574,Puzzle,SEGA,Sonic Team,08.03.2000,07.03.2000
Test Drive Off-Road 3,Game Boy Color,4,7.4,5,Racing,Infogrames,Xantera,,09.03.2000
Boarder Zone,PC,8,7.7,12,Sports,Infogrames,Housemarque,10.03.2000,10.03.2000
Championship Bass,PlayStation,8,7.4,7,Hunting,Electronic Arts,"Pai, Inc.",07.03.2000,10.03.2000
Superbike 2000,PlayStation,4,4.9,10,Racing,Electronic Arts,Milestone,01.03.2000,13.03.2000
Ace Combat 3: Electrosphere,PlayStation,9,8.4,133,Action,Namco,Namco,02.03.2000,13.03.2000
Tread Marks,PC,6.9,8.2,3,Racing,Longbow Digital Arts,Longbow Digital Arts,01.02.2000,14.03.2000
Hot Shots Golf 2,PlayStation,9.2,8.5,80,Sports,Sony Computer Entertainment,Clap Hanz,29.02.2000,13.03.2000
Syphon Filter 2,PlayStation,8.9,8.6,423,Action,Sony Computer Entertainment,989 Studios,14.03.2000,14.03.2000
Tony Hawk's Pro Skater,Nintendo 64,9.1,8.8,454,Sports,Activision,Neversoft Entertainment,13.03.2000,14.03.2000
Street Sk8er 2,PlayStation,7.5,6.7,21,Sports,Electronic Arts,Micro Cabin,14.03.2000,15.03.2000
Deer Hunter 3: The Legend Continues,PC,8.2,7.3,13,Hunting,WizardWorks,Sunstorm Interactive,01.10.1999,15.03.2000
NHL Rock the Rink,PlayStation,8,7.7,27,Sports,Electronic Arts,Electronic Arts,14.03.2000,16.03.2000
LEGO Racers,PlayStation,6,6.6,31,Racing,LEGO Media,High Voltage Software,17.12.1999,15.03.2000
Die Hard Trilogy 2: Viva Las Vegas,PC,5.7,4.7,6,Action,Fox Interactive,n-Space,09.03.2000,16.03.2000
Renegade Racers,PlayStation,4.5,-1,-1,Racing,Interplay,Interplay,,16.03.2000
Beatmania,WonderSwan,7,6.7,1,Music,Konami,Konami,,16.03.2000
Sword of the Berserk: Guts' Rage,Dreamcast,8,8,283,Action,Eidos Interactive,Yuke's Media Creations,16.03.2000,16.03.2000
Vegas Games,Game Boy Color,3,4.5,4,Simulation,3DO,Digital Eclipse Software,,17.03.2000
BattleTanx: Global Assault,PlayStation,4.5,6.5,23,Action,3DO,3DO,,17.03.2000
SEGA Swirl,Dreamcast,8.2,7.5,114,Puzzle,SEGA,Tremor Entertainment,12.01.2000,17.03.2000
Army Men,Game Boy Color,8,6.2,7,Action,3DO,Digital Eclipse Software,,16.03.2000
Stephen King's F13,PC,2.1,4.2,3,Other,Blue Byte,"Presto Studios, Inc.",22.01.2000,20.03.2000
Hydro Thunder,PlayStation,7.3,8,25,Racing,Midway Games,Blue Shift,07.03.2000,20.03.2000
Crusaders of Might and Magic,PlayStation,3,4.7,35,Strategy,3DO,3DO,01.03.2000,20.03.2000
Superbike 2000,PC,8,7.2,18,Racing,Electronic Arts,Milestone,10.03.2000,20.03.2000
Montezuma's Return,Game Boy Color,7,8.1,3,Action,Take-Two Interactive,Tarantula Studios,,20.03.2000
Treasure Strike,Dreamcast,5.9,3,1,Action,,Hand,,20.03.2000
CyberTiger,Nintendo 64,8.4,6.3,10,Sports,Electronic Arts,Saffire,08.03.2000,20.03.2000
Sammy Sosa Softball Slam,PlayStation,3,4.9,5,Sports,3DO,3DO,,20.03.2000
Virtua Striker 2,Dreamcast,4.1,6.5,45,Sports,SEGA,SEGA,15.03.2000,20.03.2000
Rayman 2: The Great Escape,Dreamcast,9.6,8.1,600,Platformer,Ubisoft,Ubisoft,17.03.2000,21.03.2000
Front Mission 3,PlayStation,8.8,8.7,280,RPG,Square,Square Electronic Arts (US),21.03.2000,21.03.2000
Might and Magic VIII: Day of the Destroyer,PC,6.5,7.8,51,RPG,3DO,New World Computing,07.03.2000,22.03.2000
NBA Jam 99,Game Boy Color,3,5.9,5,Sports,Acclaim Entertainment,Torus Games,,23.03.2000
Virtual Pro Wrestling 2,Nintendo 64,7.9,9,15,Wrestling,Asmik Ace Enterainment,Aki Corporation,,21.03.2000
PBA Tour Bowling 2,PC,4.5,3.3,2,Sports,Bethesda Softworks,Bethesda Softworks,18.02.2000,23.03.2000
Invictus: In the Shadow of Olympus,PC,5.9,4.9,4,Strategy,Interplay,14 Degrees East,14.03.2000,23.03.2000
Tony Hawk's Pro Skater,Game Boy Color,5,5.1,49,Sports,Activision,Natsume,,24.03.2000
Star Wars: Force Commander,PC,4.7,5.7,118,Strategy,LucasArts,Ronin Entertainment,22.03.2000,24.03.2000
Rugrats: Time Travelers,Game Boy Color,3,3.6,15,Platformer,THQ,Software Creations,,24.03.2000
Spy vs. Spy,Game Boy Color,8,7.2,31,Action,Vatical Entertainment,Kemco,,24.03.2000
Thief II: The Metal Age,PC,9,8.5,420,Action,Eidos Interactive,Looking Glass,23.03.2000,24.03.2000
Armored Core: Master of Arena,PlayStation,8,8.5,42,Action,ASCII Entertainment,FromSoftware,16.03.2000,27.03.2000
Worms Armageddon,Nintendo 64,8.7,8.3,50,Action,Infogrames,Infogrames Lyon,30.03.2000,24.03.2000
Street Fighter Alpha: Warriors' Dreams,Game Boy Color,8,8,34,Fighting,Capcom,Crawfish Interactive,24.03.2000,24.03.2000
Total Annihilation: Kingdoms -- The Iron Plague,PC,5.8,7.1,19,Strategy,Cavedog Entertainment,Cavedog Entertainment,20.02.2000,28.03.2000
PD Ultraman Battle Collection 64,Nintendo 64,2,-1,-1,RPG,Bandai,Bandai,,27.03.2000
Top Gear Hyperbike,Nintendo 64,6.1,6.5,6,Racing,Kemco,Snowblind Studios,27.03.2000,27.03.2000
Triple Play 2001,PlayStation,7,7.7,40,Sports,Electronic Arts,Treyarch,14.03.2000,28.03.2000
Croc 2,PC,6.5,7.2,21,Platformer,Fox Interactive,Argonaut Games,15.03.2000,29.03.2000
Gals Fighters,NeoGeo Pocket Color,9,8.7,22,Fighting,SNK,Yumekobo,,29.03.2000
Sim Theme Park,PlayStation,8.5,7.7,72,Simulation,Electronic Arts,Bullfrog Productions,22.03.2000,28.03.2000
Mobil 1 Rally Championship,PlayStation,3,4.6,8,Racing,Electronic Arts,HotGen Studios,28.03.2000,30.03.2000
Risk II,PC,8.3,7.7,81,Strategy,Hasbro Interactive,Deep Red Games,22.03.2000,30.03.2000
Bassmasters 2000,Nintendo 64,3.1,5.1,13,Hunting,THQ,Mass Media,16.12.1999,30.03.2000
MDK2,Dreamcast,9.4,8.7,214,Action,Interplay,BioWare,30.03.2000,30.03.2000
NASCAR 2000,PC,7.2,6.2,16,Racing,Electronic Arts,Stormfront Studios,29.02.2000,31.03.2000
All-Star Baseball 2001,Nintendo 64,9.1,8.4,76,Sports,Acclaim Entertainment,High Voltage Software,31.03.2000,30.03.2000
Need for Speed: Porsche Unleashed,PC,7.9,8.1,299,Racing,Electronic Arts,Electronic Arts,22.03.2000,31.03.2000
Resident Evil -- CODE: Veronica,Dreamcast,9.2,8.9,1044,Action,Capcom,Capcom,29.03.2000,30.03.2000
Soldier of Fortune,PC,9,8.3,370,Action,Activision,Raven Software,27.03.2000,03.04.2000
Battlezone: Rise of the Black Dogs,Nintendo 64,3.9,6.5,18,Action,Crave Entertainment,Climax Studios,29.03.2000,03.04.2000
Majesty: The Fantasy Kingdom,PC,8.4,8,95,Strategy,Hasbro Interactive,Cyberlore Studios (later Minerva),25.03.2000,04.04.2000
Last Call,PC,7,8,3,Simulation,Simon & Schuster Interactive,Cutler Creative,30.03.2000,04.04.2000
Custom Robo,Nintendo 64,8.8,8,9,Action,Nintendo,Noise (Marigul),,04.04.2000
Army Men: Air Tactics,PC,4.5,5.9,12,Action,3DO,3DO,07.03.2000,05.04.2000
Galerians,PlayStation,7.5,7.6,97,Action,Crave Entertainment,ASCII Entertainment,,05.04.2000
Time Stalkers,Dreamcast,6.5,6.4,111,RPG,SEGA,Climax Entertainment (JP),29.03.2000,05.04.2000
Star Wars: Episode I: Racer,Dreamcast,6,7.5,123,Racing,LucasArts,LucasArts,04.04.2000,05.04.2000
Rayman,Game Boy Color,9,8.1,39,Action,Ubisoft,Ubisoft,29.03.2000,05.04.2000
Codename Eagle,PC,7.3,7.4,11,Action,TalonSoft,Refraction Games,29.03.2000,06.04.2000
Army Men: World War,PlayStation,4.5,5.5,35,Action,3DO,3DO,06.03.2000,07.04.2000
Gauntlet Legends,PlayStation,7.2,7.4,63,Action,Midway Games,Midway Games,01.04.2000,07.04.2000
F1 2000,PlayStation,7,6.7,14,Racing,Electronic Arts,Studio 33,24.03.2000,10.04.2000
Messiah,PC,7.5,7.3,47,Action,Interplay,Shiny Entertainment,30.03.2000,07.04.2000
Pokemon Trading Card Game,Game Boy Color,9,8.2,768,Card,Nintendo,Nintendo,10.04.2000,10.04.2000
Bakuretsu Muteki Bangaioh,Nintendo 64,7.8,8.6,11,Shooter,ESP,Treasure,,10.04.2000
Striker Pro 2000,Dreamcast,7,6,8,Sports,Infogrames,Rage Software,10.05.2000,10.04.2000
Jeremy McGrath Supercross 2000,Game Boy Color,7,8.4,3,Racing,Acclaim Entertainment,M4 Ltd.,06.04.2000,10.04.2000
Command & Conquer: Tiberian Sun -- Firestorm,PC,7.4,8,307,Strategy,Westwood Studios,Westwood Studios,08.03.2000,10.04.2000
Microsoft Baseball 2001,PC,7.9,8.6,5,Sports,Microsoft,Microsoft,22.03.2000,11.04.2000
Need for Speed: Porsche Unleashed,PlayStation,8.3,7.8,75,Racing,Electronic Arts,Electronic Arts,24.03.2000,11.04.2000
BattleTanx,Game Boy Color,5,7.6,3,Action,3DO,Lucky Chicken,05.04.2000,11.04.2000
JoJo's Bizarre Adventure,PlayStation,7,7.8,39,Fighting,Capcom,Capcom,29.04.2000,11.04.2000
Plasma Sword: Nightmare of Bilstein,Dreamcast,6.8,7,73,Fighting,Capcom,Capcom,13.04.2000,11.04.2000
Carmageddon,Game Boy Color,3,2.4,6,Racing,Titus,SCi Entertainment Group,22.03.2000,11.04.2000
Jackie Chan's Stuntmaster,PlayStation,8,8,67,Action,Midway Games,Radical Entertainment,29.03.2000,12.04.2000
Tom Clancy's Rainbow Six: Rogue Spear: Urban Operations,PC,8,8.3,124,Action,Red Storm Entertainment,Red Storm Entertainment,05.04.2000,12.04.2000
Star Trek: Armada,PC,6,7.6,117,Strategy,Activision,Activision,29.02.2000,12.04.2000
Alundra 2,PlayStation,7.7,7.2,154,RPG,Activision,Sony Computer Entertainment,,12.04.2000
Walt Disney World Quest: Magical Racing Tour,PlayStation,7.5,7.7,36,Racing,Eidos Interactive,Crystal Dynamics,,13.04.2000
Kaze no Klonoa: Moonlight Museum,WonderSwan,6,9,3,Platformer,,Namco,,13.04.2000
Tzar: The Burden of the Crown,PC,6.9,7.9,27,Strategy,TalonSoft,Haemimont Games AD,22.03.2000,13.04.2000
Beetle Buggin',PC,7.2,7.6,9,Racing,Infogrames,Xpiral,06.04.2000,14.04.2000
NHL Blades of Steel 2000,PlayStation,2.5,4.5,8,Sports,Konami,Konami,,13.04.2000
Gundam Side Story: 0079,Dreamcast,7.9,8,92,Action,Bandai,Bandai,28.04.2000,14.04.2000
Shadow Watch,PC,8.4,8.3,9,Strategy,Red Storm Entertainment,Red Storm Entertainment,13.04.2000,17.04.2000
F/A 18 Super Hornet,PC,5.5,5.6,2,Simulation,Interplay,Digital Integration,01.03.2000,14.04.2000
Muppets,Game Boy Color,2,2.4,5,Platformer,Take-Two Interactive,Tarantula Studios,14.04.2000,17.04.2000
Twinkle Star Sprites,Dreamcast,5.8,8.5,9,Action,SNK,SNK,,18.04.2000
Super Scattergories,PC,6.2,7.6,1,Puzzle,Hasbro Interactive,Random Games,22.12.1999,18.04.2000
Eagle One: Harrier Attack,PlayStation,6.5,7,13,Action,Infogrames,Glass Ghost,28.03.2000,18.04.2000
MLB 2001,PlayStation,7.4,7.5,30,Sports,Sony Computer Entertainment,989 Studios,28.03.2000,19.04.2000
Mega Man & Bass,WonderSwan,5,7,2,Action,Bandai,Capcom,,18.04.2000
Winnie The Pooh: Adventures in the 100 Acre Woods,Game Boy Color,7,6,8,Action,NewKidCo,NewKidCo,29.03.2000,19.04.2000
Pocket Fighter,WonderSwan,8,6,1,Fighting,Bandai,Capcom,,19.04.2000
Speed Punks,PlayStation,9,8.2,58,Racing,Sony Computer Entertainment,Funcom,18.04.2000,19.04.2000
Silent Bomber,PlayStation,8,8.4,52,Action,Bandai,Bandai,,19.04.2000
Heroes of Might and Magic III: Shadow of Death,PC,9,8.9,113,Strategy,3DO,New World Computing,22.03.2000,20.04.2000
The Legend of Lotus Spring,PC,4.2,8.6,93,Puzzle,DreamCatcher Interactive,Women Wise,21.02.2000,24.04.2000
Sammy Sosa High Heat Baseball 2001,PC,8,8.4,24,Sports,3DO,Team .366,08.03.2000,20.04.2000
Edgar Torronteras' Moto-X 2000,PC,5.5,7,3,Racing,Sierra Studios,Deibus Studios,07.04.2000,24.04.2000
Atari Greatest Hits,PC,7.5,8.3,3,Action,Hasbro Interactive,Digital Eclipse Software,07.04.2000,25.04.2000
Sammy Sosa High Heat Baseball 2001,PlayStation,5.5,8.2,1,Sports,3DO,Team .366,21.03.2000,24.04.2000
The Crystal Key,PC,6.8,6.3,26,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,30.03.2000,25.04.2000
Puzzle Link 2,NeoGeo Pocket Color,9,8,10,Puzzle,SNK,Yumekobo,,26.04.2000
Sammy Sosa Softball Slam,PC,4.6,5.2,3,Sports,3DO,3DO,01.03.2000,26.04.2000
Tachyon: The Fringe,PC,8.4,8.4,42,Action,NovaLogic,NovaLogic,,05.05.2000
Romance of the Three Kingdoms VI: Awakening of the Dragon,PlayStation,7.5,8,14,Simulation,KOEI,KOEI,13.04.2000,26.04.2000
Vanark,PlayStation,8,7.9,7,Action,Jaleco,Asmik Corporation,,26.04.2000
Metal Gear Solid [2000],Game Boy Color,10,9,533,Action,Konami,Konami OSA (KCEO),05.05.2000,05.05.2000
Wild ARMs 2,PlayStation,6,7.9,277,RPG,Sony Computer Entertainment,Media.Vision,30.04.2000,05.05.2000
Harvest Moon GBC,Game Boy Color,6,7.5,87,RPG,Natsume,Natsume,,05.05.2000
Ultimate Hunt Challenge,PC,5.5,6.2,4,Hunting,Electronic Arts,Electronic Arts,15.03.2000,09.05.2000
Imperium Galactica II: Alliances,PC,9,8.7,53,Strategy,GT Interactive,Digital Reality,20.04.2000,09.05.2000
